speed,airbag,seatbelt,frontal,sex,age,vehYear,Deploy,injSeverity
25-39,airbag,none,1,f,34,1994,1,2
40-54,none,none,1,m,19,1986,0,3
40-54,none,belted,0,f,24,1985,0,4
25-39,none,belted,1,f,37,1990,0,1
40-54,airbag,none,1,m,56,1997,1,3
55+,airbag,none,1,m,32,1991,1,1
55+,none,belted,1,m,25,1991,0,1
25-39,airbag,none,0,m,19,1993,0,4
25-39,airbag,none,0,m,19,1993,0,3
40-54,none,none,1,f,21,1990,0,3
55+,airbag,none,1,m,54,1997,0,4
40-54,none,belted,0,f,34,1987,0,1
40-54,none,belted,0,f,29,1987,0,1
40-54,none,belted,0,m,75,1988,0,3
40-54,none,belted,1,m,43,1987,0,3
40-54,none,belted,1,f,27,1985,0,1
25-39,airbag,none,0,m,56,1997,1,3
25-39,none,belted,0,f,27,1993,0,3
40-54,airbag,none,0,m,35,1995,1,4
25-39,airbag,belted,1,m,27,1990,1,1
25-39,none,belted,1,m,23,1990,0,3
40-54,airbag,belted,1,f,19,1996,1,1
40-54,airbag,belted,1,f,33,1989,0,1
40-54,none,belted,0,m,30,1989,0,1
40-54,none,belted,0,m,29,1989,0,0
40-54,airbag,belted,1,f,38,1997,0,1
55+,airbag,belted,0,f,23,1995,1,4
40-54,airbag,belted,0,f,34,1997,1,3
40-54,airbag,belted,0,f,17,1997,1,2
55+,none,belted,0,m,50,1990,0,1
55+,none,none,0,f,49,1990,0,2
40-54,airbag,belted,0,m,21,1996,0,0
40-54,airbag,belted,0,f,29,1996,0,0
25-39,airbag,none,0,m,51,1998,0,4
40-54,none,belted,1,f,18,1987,0,1
40-54,none,belted,1,m,36,1979,0,3
40-54,airbag,belted,1,f,44,1998,1,2
40-54,none,none,1,m,37,1975,0,3
40-54,none,none,1,m,37,1986,0,4
40-54,none,belted,0,m,49,1990,0,0
40-54,airbag,belted,0,m,40,1997,0,1
25-39,none,none,0,m,23,1978,0,4
40-54,none,none,0,m,30,1984,0,2
40-54,none,none,0,m,26,1984,0,3
40-54,airbag,belted,1,m,41,1997,1,1
40-54,airbag,belted,1,f,26,1997,1,1
55+,none,none,1,m,20,1993,0,4
55+,none,belted,1,f,24,1987,0,1
55+,none,belted,1,f,41,1987,0,1
40-54,airbag,belted,0,m,27,1991,0,0
40-54,airbag,belted,0,f,18,1991,0,0
40-54,airbag,belted,1,m,24,1995,1,3
40-54,airbag,belted,1,m,20,1997,0,3
40-54,airbag,belted,1,m,21,1997,0,0
40-54,airbag,none,0,f,46,1995,1,0
40-54,airbag,belted,0,m,36,1995,1,1
55+,airbag,belted,0,m,28,1993,0,3
25-39,airbag,belted,1,f,17,1996,1,3
25-39,airbag,belted,1,f,17,1996,1,1
25-39,airbag,belted,0,m,24,1998,1,0
25-39,airbag,belted,0,f,23,1998,1,2
25-39,airbag,none,1,f,27,1996,1,3
40-54,airbag,none,1,f,28,1995,0,3
40-54,none,none,1,m,23,1983,0,0
55+,none,none,1,m,39,1992,0,4
40-54,airbag,belted,1,m,28,1992,1,1
40-54,none,belted,1,m,30,1992,0,1
55+,none,none,1,m,25,1993,0,3
40-54,none,belted,0,m,44,1986,0,0
40-54,none,belted,0,f,47,1986,0,1
25-39,airbag,none,0,m,70,1995,1,4
25-39,none,belted,1,m,38,1988,0,1
55+,airbag,belted,1,f,51,1995,1,4
55+,none,belted,1,m,22,1988,0,3
40-54,none,none,0,m,34,1988,0,2
40-54,airbag,belted,1,m,55,1996,1,2
40-54,none,none,1,m,44,1988,0,3
40-54,airbag,belted,0,m,57,1995,0,0
25-39,none,belted,1,f,62,1986,0,2
40-54,airbag,belted,0,m,58,1995,0,0
40-54,airbag,belted,0,f,87,1995,0,4
25-39,airbag,belted,1,m,16,1998,1,0
40-54,airbag,belted,0,m,17,1998,0,2
40-54,airbag,belted,0,m,18,1998,0,4
40-54,airbag,belted,0,f,38,1993,1,1
25-39,airbag,belted,0,f,80,1996,0,3
25-39,none,belted,1,f,17,1992,0,1
55+,none,belted,1,m,20,1988,0,3
40-54,airbag,belted,0,m,51,1994,0,0
25-39,none,none,1,m,26,1988,0,2
40-54,none,belted,0,m,16,1993,0,3
40-54,airbag,belted,0,f,21,1992,0,3
40-54,airbag,belted,0,m,31,1992,0,3
40-54,airbag,belted,1,m,19,1997,0,1
25-39,none,belted,1,m,21,1990,0,3
25-39,none,belted,1,m,20,1990,0,3
40-54,airbag,none,1,m,21,1998,1,2
40-54,airbag,belted,1,m,37,1996,1,1
40-54,airbag,belted,1,m,57,1990,1,0
40-54,airbag,belted,1,m,48,1990,1,1
40-54,airbag,belted,1,m,22,1998,1,1
40-54,none,belted,1,f,90,1985,0,1
40-54,none,belted,1,f,18,1992,0,2
25-39,airbag,belted,1,f,36,1995,1,1
55+,none,none,1,m,40,1986,0,3
55+,none,none,1,f,34,1986,0,3
40-54,airbag,belted,0,f,22,1997,1,0
40-54,airbag,none,0,f,25,1997,1,3
40-54,airbag,belted,1,m,21,1999,1,0
40-54,airbag,none,1,m,48,1992,0,2
40-54,none,none,0,m,32,1985,0,2
25-39,none,belted,1,m,19,1990,0,2
25-39,none,belted,1,f,17,1990,0,2
40-54,airbag,belted,0,f,19,1996,0,1
40-54,airbag,none,1,f,18,1998,1,0
40-54,airbag,none,1,f,20,1998,1,2
25-39,airbag,belted,1,f,28,1998,1,1
25-39,airbag,belted,1,m,40,1998,1,0
40-54,airbag,belted,1,f,38,1998,1,1
25-39,airbag,none,1,m,20,1998,1,2
40-54,airbag,belted,0,m,33,1998,1,1
40-54,airbag,belted,0,m,24,1998,1,1
40-54,airbag,belted,0,m,22,1998,1,2
40-54,airbag,belted,1,m,29,1998,1,2
40-54,airbag,belted,1,m,25,1999,1,1
40-54,airbag,none,0,m,24,1997,0,0
40-54,airbag,none,0,f,26,1997,0,2
40-54,airbag,belted,1,f,44,1996,1,3
40-54,none,none,1,m,27,1987,0,4
40-54,airbag,belted,1,m,33,1996,1,0
25-39,airbag,none,0,f,38,1996,1,2
25-39,none,none,0,m,24,1992,0,2
25-39,none,none,0,m,24,1992,0,3
25-39,none,belted,1,m,32,1988,0,2
40-54,airbag,belted,0,m,58,1998,0,0
40-54,airbag,belted,1,f,22,1997,1,1
25-39,airbag,none,1,m,16,1990,1,2
25-39,airbag,none,0,m,47,1995,1,3
25-39,none,none,0,f,30,1995,0,2
40-54,none,belted,0,m,20,1988,0,2
40-54,airbag,none,1,m,22,1994,1,3
25-39,none,none,1,m,63,1992,0,3
25-39,airbag,belted,1,f,49,1991,1,3
40-54,airbag,none,0,f,25,1996,0,3
40-54,airbag,none,0,m,27,1996,0,3
40-54,none,none,0,m,21,1984,0,0
40-54,none,none,0,m,21,1984,0,4
25-39,airbag,belted,1,m,23,1990,1,0
25-39,none,none,1,f,26,1990,0,2
40-54,airbag,belted,0,m,34,1996,0,3
40-54,none,belted,1,f,35,1988,0,0
25-39,none,none,0,f,16,1986,0,0
25-39,none,none,0,f,17,1986,0,0
40-54,airbag,none,1,m,57,1997,0,3
40-54,airbag,belted,1,m,18,1994,1,0
25-39,airbag,none,0,m,48,1996,1,3
25-39,none,belted,1,m,22,1993,0,3
25-39,none,none,1,m,70,1981,0,3
25-39,airbag,belted,1,m,42,1995,1,0
40-54,none,belted,1,m,47,1992,0,3
40-54,none,belted,1,m,38,1988,0,3
40-54,airbag,belted,1,m,65,1996,0,1
55+,airbag,belted,1,m,23,1997,1,0
55+,airbag,belted,1,m,31,1997,1,0
40-54,none,belted,0,m,21,1986,0,0
40-54,none,belted,0,f,18,1986,0,0
55+,none,none,1,m,81,1989,0,4
55+,airbag,none,1,m,60,1992,1,4
40-54,none,belted,1,m,35,1992,0,5
40-54,airbag,belted,1,m,17,1997,1,3
25-39,airbag,belted,0,f,63,1995,1,3
40-54,none,none,1,m,30,1987,0,3
55+,airbag,belted,1,m,49,1994,0,0
40-54,airbag,belted,0,f,41,1997,0,3
40-54,airbag,belted,0,f,19,1992,1,1
40-54,none,none,0,f,33,1992,0,3
40-54,none,belted,1,m,48,1988,0,0
25-39,none,none,1,m,28,1983,0,2
25-39,none,none,1,m,26,1983,0,2
40-54,airbag,belted,1,m,78,1998,0,0
40-54,airbag,belted,1,m,64,1998,0,2
40-54,none,none,0,m,18,1992,0,0
40-54,none,none,0,m,17,1992,0,0
40-54,none,none,1,m,37,1989,0,4
40-54,none,none,1,m,47,1985,0,3
40-54,none,none,1,f,55,1985,0,2
25-39,none,none,1,f,88,1989,0,3
25-39,none,belted,1,f,82,1989,0,3
40-54,none,none,1,m,18,1987,0,2
40-54,none,none,1,m,20,1987,0,2
25-39,none,none,1,m,61,1983,0,3
25-39,none,none,1,m,23,1983,0,1
40-54,airbag,belted,0,m,38,1995,0,0
25-39,airbag,belted,1,f,26,1993,1,2
40-54,none,none,1,f,25,1984,0,3
25-39,none,belted,0,f,52,1990,0,3
25-39,none,belted,0,m,31,1990,0,3
25-39,none,belted,0,m,24,1990,0,0
40-54,airbag,belted,1,f,19,1994,1,2
40-54,none,none,0,f,21,1986,0,2
40-54,none,none,0,f,19,1986,0,2
40-54,none,none,1,f,23,1990,0,3
40-54,none,none,1,f,23,1990,0,2
25-39,airbag,belted,0,f,39,1996,0,2
40-54,none,none,1,m,52,1988,0,3
25-39,none,belted,0,m,62,1988,0,0
25-39,none,none,0,m,34,1984,0,1
40-54,airbag,belted,0,f,40,1995,0,0
40-54,none,none,0,m,35,1988,0,3
40-54,none,none,0,f,37,1988,0,3
40-54,airbag,belted,1,f,48,1997,1,2
40-54,airbag,belted,0,f,25,1995,0,3
40-54,airbag,belted,0,m,80,1996,0,0
40-54,airbag,belted,0,f,31,1998,1,0
55+,none,none,0,m,18,1985,0,0
55+,none,none,0,m,17,1985,0,0
40-54,none,belted,0,f,62,1992,0,0
25-39,none,belted,1,m,51,1986,0,0
25-39,airbag,belted,0,f,43,1996,0,3
40-54,airbag,belted,1,m,44,1994,0,0
25-39,airbag,none,1,m,22,1996,1,3
25-39,airbag,none,1,m,19,1996,1,3
25-39,airbag,belted,0,m,35,1997,0,0
55+,none,none,1,m,28,1988,0,3
25-39,airbag,none,0,f,28,1996,1,3
25-39,airbag,none,0,m,56,1994,0,3
40-54,none,belted,1,m,26,1991,0,0
40-54,airbag,belted,0,f,29,1997,1,3
55+,airbag,belted,0,f,16,1996,0,1
40-54,airbag,none,1,f,38,1996,1,3
40-54,airbag,none,1,f,32,1997,1,3
40-54,airbag,belted,1,m,23,1995,0,0
25-39,airbag,none,1,m,21,1990,1,2
25-39,airbag,belted,1,m,20,1996,1,0
25-39,airbag,belted,1,m,19,1996,1,0
40-54,none,belted,0,m,57,1992,0,0
40-54,airbag,belted,0,m,38,1997,0,1
25-39,none,none,1,m,32,1990,0,3
40-54,airbag,none,1,m,42,1998,1,3
40-54,none,none,0,m,39,1988,0,2
40-54,none,none,0,f,45,1988,0,1
40-54,none,belted,1,m,25,1990,0,2
40-54,none,belted,1,m,25,1990,0,3
40-54,none,belted,0,m,18,1985,0,1
40-54,airbag,belted,0,m,21,1998,0,2
40-54,airbag,belted,0,m,19,1998,0,2
40-54,none,belted,0,f,17,1994,0,0
40-54,airbag,none,0,m,50,1997,0,3
40-54,airbag,belted,0,m,38,1997,0,1
25-39,airbag,belted,1,m,32,1994,1,1
40-54,none,belted,0,f,29,1988,0,1
25-39,none,none,1,m,41,1981,0,3
40-54,airbag,belted,1,m,64,1999,0,0
25-39,airbag,belted,0,f,27,1996,0,1
40-54,none,none,0,m,34,1984,0,1
40-54,none,none,0,m,53,1984,0,1
40-54,none,none,0,f,26,1987,0,3
40-54,none,none,0,f,23,1987,0,2
40-54,airbag,belted,1,f,59,1996,1,1
40-54,airbag,belted,1,m,53,1996,1,1
25-39,none,belted,1,m,16,1985,0,1
25-39,none,belted,1,f,16,1985,0,3
25-39,airbag,belted,1,m,31,1995,1,3
40-54,airbag,belted,0,f,20,1994,0,0
40-54,airbag,belted,0,m,25,1994,0,0
40-54,airbag,belted,1,m,19,1997,1,3
40-54,airbag,belted,1,m,60,1995,1,0
40-54,airbag,none,1,f,42,1991,1,1
40-54,none,none,1,f,26,1991,0,1
55+,none,none,1,m,32,1993,0,3
40-54,airbag,belted,1,m,18,1990,1,0
25-39,airbag,none,0,m,16,1995,0,3
25-39,airbag,none,0,f,16,1995,0,3
40-54,airbag,belted,1,f,42,1995,1,2
40-54,airbag,none,0,f,36,1997,0,0
40-54,none,none,1,m,48,1988,0,4
25-39,none,none,0,f,29,1986,0,3
40-54,airbag,belted,0,f,26,1995,1,1
40-54,airbag,belted,1,f,71,1995,1,0
40-54,airbag,belted,1,f,51,1995,1,0
40-54,none,none,1,f,36,1993,0,3
55+,none,none,1,m,27,1984,0,3
55+,none,belted,1,f,61,1988,0,3
40-54,none,none,0,m,40,1984,0,0
40-54,none,none,1,m,48,1987,0,2
40-54,none,none,1,f,46,1987,0,3
25-39,airbag,belted,0,m,25,1996,0,1
25-39,airbag,none,0,f,36,1996,0,1
55+,airbag,belted,0,m,67,1998,0,0
40-54,airbag,belted,1,f,17,1993,0,0
40-54,none,belted,1,m,49,1990,0,3
40-54,none,belted,1,m,43,1990,0,2
40-54,airbag,belted,0,m,62,1997,0,1
40-54,airbag,none,1,f,21,1996,1,1
25-39,airbag,belted,0,m,19,1991,1,1
40-54,none,belted,0,f,49,1992,0,0
55+,none,none,1,m,36,1987,0,4
40-54,none,none,1,f,85,1987,0,0
40-54,none,none,1,f,67,1987,0,1
40-54,none,none,1,m,35,1981,0,0
25-39,airbag,belted,1,m,25,1995,1,0
25-39,airbag,none,1,m,39,1998,1,0
55+,none,none,1,m,32,1987,0,3
55+,none,belted,1,m,28,1988,0,4
55+,none,none,1,m,20,1987,0,3
40-54,none,none,1,m,65,1988,0,3
40-54,none,none,0,m,17,1990,0,3
40-54,none,none,0,m,19,1990,0,2
55+,none,belted,0,f,16,1990,0,0
40-54,airbag,belted,1,m,51,1995,1,2
40-54,airbag,belted,1,m,62,1992,0,0
25-39,airbag,belted,0,f,65,1996,1,0
40-54,airbag,belted,1,f,21,1994,1,0
40-54,none,belted,0,f,21,1990,0,0
40-54,none,none,1,f,43,1988,0,0
40-54,none,none,1,f,68,1988,0,3
40-54,airbag,belted,0,f,27,1995,1,2
40-54,airbag,belted,1,m,21,1995,1,1
40-54,airbag,belted,1,m,44,1995,1,1
40-54,airbag,none,1,f,63,1988,0,0
40-54,airbag,none,1,m,27,1994,0,0
40-54,airbag,none,1,f,20,1994,0,0
40-54,airbag,belted,0,f,19,1995,0,3
40-54,airbag,none,0,f,23,1995,0,1
40-54,none,none,1,m,37,1987,0,0
40-54,none,none,1,m,46,1988,0,1
40-54,none,none,1,f,33,1988,0,1
40-54,none,none,1,f,37,1987,0,3
40-54,none,none,1,m,43,1994,0,4
25-39,airbag,none,0,m,18,1998,1,3
25-39,none,none,0,m,17,1986,0,0
25-39,airbag,none,1,f,43,1994,1,1
25-39,none,none,1,f,19,1994,0,0
25-39,airbag,none,1,m,38,1997,1,3
25-39,airbag,belted,1,f,28,1997,1,3
25-39,airbag,none,1,m,21,1997,1,2
40-54,airbag,none,1,f,20,1998,1,3
40-54,none,belted,0,f,61,1988,0,1
40-54,airbag,belted,1,m,47,1998,1,0
40-54,airbag,none,1,m,54,1997,1,0
40-54,airbag,none,1,f,53,1997,1,3
25-39,airbag,belted,1,f,73,1993,1,3
25-39,none,belted,1,f,75,1993,0,3
40-54,airbag,none,1,f,16,1992,1,3
40-54,none,none,1,f,17,1992,0,3
40-54,airbag,belted,0,f,22,1994,0,1
40-54,airbag,belted,1,m,24,1998,1,3
40-54,none,none,0,m,43,1993,0,4
40-54,airbag,belted,1,f,24,1996,1,3
25-39,none,belted,1,f,33,1988,0,3
40-54,none,none,1,m,37,1985,0,3
55+,airbag,none,0,m,19,1991,1,1
55+,none,none,0,m,22,1991,0,3
55+,airbag,belted,1,m,25,1993,1,0
25-39,airbag,none,1,f,82,1997,1,3
40-54,airbag,none,1,m,80,1998,1,4
40-54,airbag,belted,1,f,70,1998,1,3
40-54,none,belted,1,m,30,1997,0,2
25-39,none,none,0,m,19,1990,0,1
40-54,none,none,1,m,27,1983,0,3
25-39,airbag,none,0,m,72,1997,0,3
25-39,airbag,belted,1,m,42,1998,1,0
40-54,airbag,belted,0,f,22,1990,0,1
40-54,airbag,belted,1,f,81,1995,1,0
40-54,airbag,belted,1,f,68,1995,1,0
25-39,airbag,none,1,f,34,1997,1,3
40-54,none,belted,1,f,53,1989,0,0
40-54,airbag,belted,0,f,39,1998,0,1
25-39,none,belted,1,f,26,1994,0,0
40-54,airbag,none,0,f,36,1996,0,3
40-54,none,none,0,m,32,1983,0,3
25-39,none,belted,1,m,20,1985,0,2
40-54,none,none,1,m,30,1988,0,1
40-54,airbag,belted,0,f,29,1995,0,1
40-54,none,none,0,f,24,1994,0,3
40-54,airbag,belted,1,m,28,1997,1,0
55+,none,belted,1,m,67,1983,0,0
40-54,none,belted,1,f,19,1991,0,1
25-39,none,belted,0,f,38,1992,0,0
25-39,none,none,1,m,21,1986,0,3
25-39,none,none,1,f,20,1986,0,3
25-39,none,none,0,m,19,1992,0,0
25-39,airbag,belted,1,m,48,1994,1,0
25-39,none,belted,1,f,44,1994,0,1
40-54,airbag,belted,1,m,71,1996,0,3
25-39,airbag,belted,1,f,36,1995,1,1
40-54,airbag,belted,1,f,17,1995,1,0
40-54,airbag,belted,1,f,44,1998,1,3
40-54,airbag,belted,1,f,19,1997,1,0
40-54,none,none,0,m,16,1988,0,1
40-54,none,none,0,m,16,1988,0,0
40-54,none,none,1,f,41,1985,0,0
55+,airbag,belted,1,f,29,1996,1,3
55+,airbag,none,1,f,22,1996,1,2
55+,none,none,1,m,25,1991,0,3
55+,none,none,1,f,22,1991,0,2
40-54,none,belted,1,m,47,1990,0,2
55+,none,belted,0,m,37,1992,0,3
40-54,none,none,1,m,23,1986,0,3
40-54,none,belted,1,f,16,1989,0,0
40-54,airbag,none,0,f,48,1998,0,4
55+,none,none,1,m,25,1989,0,3
55+,none,none,1,m,24,1988,0,3
55+,none,none,0,m,23,1989,0,3
40-54,airbag,none,0,m,29,1997,0,2
40-54,airbag,none,0,f,29,1997,0,3
25-39,none,belted,0,f,26,1989,0,0
40-54,none,none,0,f,44,1991,0,3
40-54,airbag,belted,1,f,59,1996,1,3
40-54,none,belted,0,m,46,1991,0,3
40-54,none,none,1,m,38,1983,0,4
25-39,none,belted,1,m,45,1996,0,0
25-39,airbag,none,0,m,86,1995,1,3
25-39,airbag,none,0,f,78,1995,1,4
25-39,airbag,belted,1,f,55,1998,1,1
25-39,airbag,belted,1,m,20,1998,1,0
25-39,airbag,none,1,f,20,1998,1,2
40-54,airbag,belted,1,m,49,1998,1,0
40-54,airbag,belted,1,m,29,1998,1,0
40-54,airbag,belted,1,m,29,1998,1,0
25-39,airbag,belted,0,m,41,1995,1,4
25-39,airbag,none,0,f,41,1995,1,3
40-54,none,belted,1,f,18,1988,0,1
25-39,none,none,1,m,17,1991,0,0
40-54,airbag,belted,0,f,31,1996,0,3
40-54,none,belted,1,m,32,1989,0,3
40-54,none,none,1,m,27,1989,0,2
40-54,none,none,0,f,22,1990,0,3
55+,airbag,belted,1,m,41,1995,0,0
40-54,none,belted,1,f,17,1988,0,1
40-54,airbag,belted,0,m,42,1993,0,0
40-54,airbag,none,0,m,57,1993,0,4
25-39,none,belted,1,f,36,1991,0,1
40-54,none,belted,0,m,17,1985,0,0
40-54,none,none,1,m,16,1989,0,3
55+,none,belted,0,f,17,1987,0,1
25-39,none,belted,1,m,32,1992,0,2
25-39,none,belted,1,f,34,1992,0,2
55+,none,none,0,m,17,1990,0,4
55+,none,none,0,m,16,1990,0,4
40-54,none,belted,1,f,24,1994,0,3
25-39,none,none,0,m,27,1984,0,2
25-39,airbag,belted,1,m,20,1997,1,0
25-39,none,none,0,m,84,1987,0,2
25-39,none,belted,0,f,80,1987,0,3
55+,none,belted,1,m,50,1979,0,0
40-54,none,none,1,f,33,1990,0,3
25-39,none,belted,1,m,26,1988,0,2
25-39,airbag,belted,0,m,47,1997,0,3
25-39,airbag,belted,0,f,35,1993,0,3
25-39,none,belted,1,f,19,1983,0,2
25-39,none,belted,1,f,24,1988,0,3
25-39,airbag,belted,0,m,36,1991,0,3
25-39,none,none,1,f,32,1988,0,2
40-54,airbag,belted,0,f,82,1998,0,3
25-39,none,none,1,m,57,1991,0,3
40-54,none,belted,1,m,30,1988,0,1
40-54,none,belted,1,f,32,1988,0,2
40-54,airbag,belted,0,f,46,1997,0,2
40-54,airbag,belted,1,f,37,1994,0,2
25-39,none,belted,1,f,19,1989,0,3
40-54,airbag,belted,0,f,64,1991,0,0
40-54,none,belted,1,m,30,1992,0,3
25-39,none,belted,0,f,24,1988,0,1
25-39,airbag,belted,1,m,58,1996,0,1
40-54,none,belted,0,f,55,1992,0,0
25-39,none,belted,1,f,18,1994,0,1
25-39,none,belted,0,f,37,1986,0,3
40-54,none,belted,1,f,20,1990,0,2
40-54,none,belted,1,m,29,1990,0,2
25-39,none,belted,1,f,17,1984,0,1
40-54,none,belted,0,f,16,1980,0,1
40-54,airbag,belted,1,m,52,1995,1,3
25-39,none,belted,1,m,55,1989,0,3
25-39,airbag,belted,0,f,81,1994,0,3
25-39,airbag,none,0,m,80,1994,0,3
25-39,airbag,belted,1,f,37,1997,1,1
25-39,none,none,0,f,31,1985,0,1
25-39,none,belted,0,m,20,1988,0,2
25-39,none,belted,1,m,16,1990,0,0
25-39,none,belted,1,f,16,1990,0,1
40-54,airbag,belted,1,m,71,1997,1,1
40-54,airbag,none,1,f,65,1997,1,3
25-39,none,none,0,m,16,1985,0,3
25-39,none,none,0,m,17,1985,0,3
55+,none,none,0,f,32,1984,0,3
40-54,airbag,belted,0,f,69,1996,1,3
25-39,airbag,belted,1,m,36,1998,1,2
25-39,none,none,1,m,51,1985,0,3
40-54,none,none,1,m,43,1978,0,3
40-54,airbag,belted,0,f,28,1997,0,0
55+,none,none,0,m,40,1982,0,3
55+,none,none,1,m,19,1988,0,3
55+,none,none,1,f,19,1988,0,3
40-54,none,belted,0,f,19,1976,0,2
25-39,none,none,1,f,62,1972,0,4
55+,airbag,belted,0,f,38,1996,0,1
25-39,none,belted,1,m,26,1990,0,2
25-39,airbag,belted,0,m,52,1996,0,2
25-39,airbag,belted,0,f,51,1996,0,2
40-54,airbag,belted,1,f,74,1994,1,3
40-54,airbag,none,1,m,46,1996,1,2
40-54,none,none,1,m,20,1968,0,0
40-54,none,none,1,f,23,1968,0,0
40-54,airbag,belted,0,f,23,1997,1,1
40-54,none,belted,0,f,84,1987,0,2
40-54,none,belted,0,f,27,1987,0,1
40-54,airbag,none,1,m,17,1993,1,1
40-54,airbag,none,1,f,19,1997,1,3
40-54,airbag,none,1,f,18,1997,1,3
25-39,none,none,1,f,16,1987,0,3
40-54,airbag,belted,0,f,57,1998,1,3
40-54,airbag,belted,1,m,46,1996,0,0
40-54,airbag,belted,0,m,23,1997,0,3
25-39,airbag,belted,1,f,16,1991,1,0
25-39,none,belted,0,m,23,1987,0,3
25-39,airbag,none,0,f,52,1995,0,3
40-54,airbag,belted,1,f,36,1998,1,3
40-54,airbag,none,1,m,23,1996,1,3
40-54,none,none,1,m,21,1996,0,2
40-54,airbag,belted,1,m,25,1995,0,0
40-54,airbag,belted,1,f,27,1995,0,2
40-54,airbag,none,1,f,46,1992,1,3
40-54,airbag,belted,1,f,55,1997,1,2
40-54,airbag,belted,1,m,48,1997,0,0
40-54,airbag,belted,0,f,26,1994,0,0
40-54,airbag,belted,0,f,39,1996,1,2
40-54,none,belted,1,m,68,1985,0,3
40-54,none,belted,1,m,35,1985,0,2
25-39,airbag,belted,1,f,49,1995,1,3
25-39,none,none,1,f,17,1991,0,3
40-54,airbag,belted,1,m,37,1998,0,0
40-54,airbag,belted,1,f,23,1998,0,0
40-54,none,none,1,f,18,1994,0,3
40-54,none,belted,0,m,30,1980,0,2
25-39,none,none,1,f,41,1989,0,3
40-54,none,belted,0,m,19,1994,0,4
40-54,none,none,1,f,20,1993,0,3
40-54,none,belted,1,f,21,1993,0,3
25-39,none,belted,1,m,42,1990,0,3
25-39,none,none,1,m,76,1990,0,3
55+,none,none,1,f,36,1992,0,3
25-39,airbag,belted,0,m,40,1996,0,3
25-39,none,belted,1,f,48,1985,0,0
25-39,airbag,belted,1,f,49,1998,1,0
25-39,airbag,belted,1,m,34,1997,1,0
25-39,none,belted,0,m,45,1986,0,3
40-54,airbag,belted,1,m,25,1996,0,0
25-39,airbag,belted,1,f,61,1995,1,3
25-39,none,none,1,m,19,1994,0,2
25-39,none,none,1,m,20,1994,0,3
40-54,none,none,1,f,34,1987,0,0
40-54,none,none,1,m,57,1987,0,3
25-39,none,belted,1,m,38,1993,0,0
25-39,airbag,none,0,m,33,1997,0,3
40-54,none,none,1,m,68,1984,0,3
40-54,airbag,belted,1,f,34,1993,1,1
40-54,none,none,1,m,20,1986,0,3
40-54,none,belted,0,f,23,1985,0,0
40-54,none,belted,0,f,33,1985,0,0
25-39,none,none,1,f,29,1987,0,3
40-54,none,belted,0,m,20,1991,0,0
40-54,airbag,belted,1,m,22,1995,1,0
40-54,none,none,1,m,21,1986,0,0
40-54,none,none,1,m,21,1986,0,3
25-39,none,none,1,m,20,1990,0,3
40-54,none,belted,1,f,48,1989,0,3
40-54,none,belted,1,f,30,1987,0,3
40-54,none,none,1,f,58,1987,0,3
40-54,none,belted,0,m,62,1984,0,0
25-39,none,belted,1,f,16,1993,0,2
25-39,airbag,belted,1,f,64,1997,1,3
25-39,none,none,1,f,78,1994,0,3
25-39,airbag,belted,1,f,35,1994,1,3
40-54,airbag,belted,1,m,46,1994,1,0
40-54,none,belted,1,m,17,1988,0,2
25-39,none,none,1,m,16,1989,0,0
25-39,none,belted,1,m,16,1989,0,0
40-54,airbag,none,1,f,32,1997,1,0
40-54,none,none,1,m,30,1991,0,2
25-39,airbag,belted,1,f,39,1997,1,3
25-39,none,none,1,f,81,1990,0,1
25-39,none,none,1,f,34,1986,0,3
40-54,none,belted,0,f,56,1988,0,3
40-54,none,belted,1,m,59,1987,0,4
25-39,airbag,belted,0,m,64,1994,1,0
25-39,none,belted,0,f,65,1994,0,0
40-54,airbag,belted,1,f,79,1994,1,3
25-39,none,belted,1,m,43,1986,0,3
25-39,airbag,belted,0,m,22,1997,0,0
25-39,airbag,none,0,m,22,1997,0,3
25-39,none,none,1,m,17,1989,0,2
25-39,none,none,1,m,17,1989,0,2
40-54,none,belted,0,m,16,1986,0,0
55+,none,none,1,m,21,1989,0,2
55+,none,none,1,m,19,1989,0,3
40-54,none,none,0,m,29,1987,0,3
40-54,none,belted,1,m,18,1979,0,3
25-39,airbag,belted,1,f,19,1992,1,1
25-39,none,belted,1,m,17,1992,0,0
25-39,airbag,belted,1,f,37,1997,1,2
25-39,none,belted,1,f,27,1988,0,3
25-39,none,none,1,m,31,1983,0,2
40-54,none,belted,1,f,80,1981,0,3
40-54,airbag,none,1,f,24,1997,1,2
25-39,none,none,1,f,33,1990,0,3
25-39,airbag,belted,1,m,27,1998,1,0
40-54,none,none,1,f,20,1982,0,1
40-54,none,none,1,m,33,1990,0,3
25-39,none,belted,0,f,67,1990,0,3
25-39,none,none,1,m,21,1982,0,1
40-54,airbag,belted,0,m,77,1996,0,1
25-39,airbag,belted,0,m,62,1997,1,4
55+,airbag,belted,1,m,22,1990,1,2
40-54,airbag,belted,1,m,19,1994,1,0
40-54,airbag,belted,1,f,26,1994,1,0
40-54,airbag,none,1,f,18,1998,1,2
40-54,airbag,none,1,f,19,1998,1,2
40-54,airbag,belted,1,m,28,1998,1,1
25-39,airbag,belted,1,f,39,1998,1,2
40-54,airbag,belted,1,f,61,1998,1,2
